,om,yr,mo,dy,date,time,tz,st,stf,stn,f,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,touchdown,has_warning,has_watch,warning_time,pop_dens
749,37,1953,3,13,1953-03-13,19:30:00,3,OK,40,9,3,11,2,4.0,0.0,33.92,-97.27,34.32,-96.65,45.3,200,1,1,1,85,19,69,0,1953-03-14 01:30:00,False,False,0,1.0687740898171174e-05
751,39,1953,3,14,1953-03-14,00:30:00,3,AR,5,3,3,0,0,5.0,0.0,35.22,-93.95,35.55,-93.37,40.1,880,1,1,1,83,71,0,0,1953-03-14 06:30:00,False,False,0,1.027345373234021e-05
753,41,1953,3,14,1953-03-14,01:30:00,3,AR,5,5,3,7,0,3.0,0.0,35.28,-93.28,35.4,-93.12,12.2,880,1,1,1,149,115,0,0,1953-03-14 07:30:00,False,False,0,8.275395582288507e-06
760,48,1953,3,14,1953-03-14,19:30:00,3,TN,47,6,3,3,0,4.0,0.0,35.53,-88.97,35.75,-88.62,24.7,100,1,1,1,113,0,0,0,1953-03-15 01:30:00,False,False,0,4.167086793746056e-05
765,53,1953,3,15,1953-03-15,20:00:00,3,NC,37,1,3,1,0,5.0,0.0,35.77,-78.1,35.75,-77.57,30.1,27,1,1,1,127,195,65,0,1953-03-16 02:00:00,False,False,0,4.534618189753794e-05
772,60,1953,3,21,1953-03-21,15:00:00,3,IA,19,3,3,0,0,5.0,0.0,43.27,-94.63,43.3,-94.0,31.8,400,1,1,1,63,0,0,0,1953-03-21 21:00:00,False,False,0,1.3753578961252279e-05
790,74,1953,4,6,1953-04-06,15:45:00,3,AL,1,12,3,12,0,3.0,0.0,33.32,-87.0,0.0,0.0,0.5,37,1,1,1,73,0,0,0,1953-04-06 21:45:00,False,False,0,0.0001941941188820722
794,77,1953,4,9,1953-04-09,17:15:00,3,IL,17,3,3,10,1,7.0,0.0,40.18,-88.22,40.25,-87.52,37.0,750,2,1,2,19,183,0,0,1953-04-09 23:15:00,False,False,0,3.936740540525352e-05
796,77,1953,4,9,1953-04-09,19:00:00,3,IN,18,5,3,12,2,6.0,0.0,40.25,-87.52,40.27,-86.7,119.7,750,2,1,2,171,45,157,23,1953-04-10 01:00:00,False,False,0,3.0276273240073067e-05
810,90,1953,4,18,1953-04-18,17:00:00,3,AL,1,14,3,195,6,6.0,0.0,32.6,-85.58,32.5,-85.0,34.7,10,2,1,2,81,0,0,0,1953-04-18 23:00:00,False,False,0,2.8644863487705436e-05
813,90,1953,4,18,1953-04-18,17:50:00,3,GA,13,3,3,300,2,7.0,0.0,32.5,-85.0,32.48,-84.92,5.1,400,2,1,2,215,0,0,0,1953-04-18 23:50:00,False,False,0,0.0002106005302634004
815,94,1953,4,23,1953-04-23,19:00:00,3,AR,5,6,3,0,0,3.0,0.0,35.48,-94.22,0.0,0.0,0.1,880,1,1,1,33,0,0,0,1953-04-24 01:00:00,False,False,0,1.479519643386746e-05
826,105,1953,4,28,1953-04-28,18:15:00,3,TX,48,5,3,3,0,4.0,0.0,30.0,-97.17,0.0,0.0,0.5,200,1,1,1,21,0,0,0,1953-04-29 00:15:00,False,False,0,8.530196123289654e-06
828,107,1953,4,28,1953-04-28,20:45:00,3,TX,48,7,3,5,1,5.0,0.0,29.55,-98.53,29.58,-98.47,4.9,200,1,1,1,209,0,0,0,1953-04-29 02:45:00,False,False,0,1.0159713989882256e-05
829,108,1953,4,28,1953-04-28,21:00:00,3,TX,48,6,4,15,2,0.0,0.0,29.57,-98.7,0.0,0.0,1.0,1760,1,1,1,29,0,0,0,1953-04-29 03:00:00,False,False,0,0.00015585216455613206
833,112,1953,4,30,1953-04-30,16:13:00,3,GA,13,8,4,300,18,7.0,0.0,32.6,-83.6,0.0,0.0,1.0,333,1,1,1,153,0,0,0,1953-04-30 22:13:00,False,False,0,2.1553581828646865e-05
835,114,1953,4,30,1953-04-30,16:30:00,3,GA,13,10,3,2,1,5.0,0.0,32.7,-83.35,0.0,0.0,2.0,10,1,1,1,289,0,0,0,1953-04-30 22:30:00,False,False,0,8.950210003297659e-06
840,119,1953,5,1,1953-05-01,19:30:00,3,AL,1,16,4,12,7,5.0,0.0,33.22,-85.93,33.3,-85.75,12.1,440,1,1,1,27,0,0,0,1953-05-02 01:30:00,False,False,0,8.904573883696049e-06
841,121,1953,5,1,1953-05-01,20:00:00,3,AL,1,18,4,3,2,4.0,0.0,32.25,-88.38,0.0,0.0,0.1,100,1,1,1,23,0,0,0,1953-05-02 02:00:00,False,False,0,8.09482937752282e-06
844,123,1953,5,2,1953-05-02,03:00:00,3,TN,47,14,4,8,4,5.0,0.0,35.52,-84.78,35.53,-84.72,4.2,33,1,1,1,121,107,0,0,1953-05-02 09:00:00,False,False,0,2.3529976352207034e-05
856,135,1953,5,9,1953-05-09,21:10:00,3,KS,20,3,3,0,0,4.0,0.0,39.8,-97.9,39.98,-97.8,13.5,10,1,1,1,157,0,0,0,1953-05-10 03:10:00,False,False,0,6.177671355652524e-06
857,136,1953,5,9,1953-05-09,21:45:00,3,NE,31,4,3,82,5,6.0,0.0,40.25,-97.57,40.77,-97.05,46.9,880,1,1,1,169,59,151,159,1953-05-10 03:45:00,False,False,0,7.971334372196944e-06
868,145,1953,5,10,1953-05-10,04:00:00,3,KS,20,6,3,0,0,4.0,0.0,38.35,-96.67,38.93,-96.05,52.2,10,1,1,1,17,127,111,197,1953-05-10 10:00:00,False,False,0,5.847679926018665e-06
875,152,1953,5,10,1953-05-10,15:15:00,3,IA,19,6,4,0,0,4.0,0.0,40.87,-93.33,40.93,-93.23,6.4,10,1,1,1,185,0,0,0,1953-05-10 21:15:00,False,False,0,8.624601047169857e-06
877,154,1953,5,10,1953-05-10,16:10:00,3,IA,19,7,4,3,0,5.0,0.0,43.07,-93.52,43.45,-93.38,26.6,10,1,1,1,81,33,195,0,1953-05-10 22:10:00,False,False,0,1.8107746441032328e-05
881,157,1953,5,10,1953-05-10,17:30:00,3,IA,19,9,4,2,0,0.0,0.0,43.45,-92.4,43.5,-92.38,1.9,100,3,1,2,89,0,0,0,1953-05-10 23:30:00,False,False,0,1.069179351001607e-05
882,157,1953,5,10,1953-05-10,17:45:00,3,MN,27,4,4,17,2,6.0,0.0,43.5,-92.38,43.85,-91.85,46.4,100,3,1,2,45,109,169,0,1953-05-10 23:45:00,False,False,0,2.0295459640059657e-05
883,158,1953,5,10,1953-05-10,18:00:00,3,IA,19,10,3,0,0,5.0,0.0,42.95,-91.33,43.05,-91.28,6.6,400,1,1,1,43,0,0,0,1953-05-11 00:00:00,False,False,0,1.116937974481297e-05
885,157,1953,5,10,1953-05-10,18:30:00,3,WI,55,2,4,5,0,6.0,0.0,44.2,-91.85,45.5,-90.42,113.7,100,3,1,2,11,121,35,17,1953-05-11 00:30:00,False,False,0,1.714452749828951e-05
888,160,1953,5,11,1953-05-11,14:15:00,3,TX,48,8,4,159,13,6.0,0.0,31.53,-100.58,31.53,-100.42,9.9,880,1,1,1,451,0,0,0,1953-05-11 20:15:00,False,False,0,1.494942933711255e-05
890,162,1953,5,11,1953-05-11,16:10:00,3,TX,48,9,5,597,114,7.0,0.0,31.55,-97.15,31.75,-96.88,20.9,583,1,1,1,309,0,0,0,1953-05-11 22:10:00,False,False,0,4.846988978401108e-05
896,168,1953,5,16,1953-05-16,14:30:00,3,TX,48,11,3,8,1,0.0,0.0,31.23,-95.57,31.25,-95.65,5.2,10,1,1,1,225,0,0,0,1953-05-16 20:30:00,False,False,0,7.159571050007681e-06
902,174,1953,5,17,1953-05-17,13:30:00,3,LA,22,9,3,17,0,5.0,0.0,32.47,-91.75,32.75,-91.13,41.6,100,1,1,1,83,123,35,0,1953-05-17 19:30:00,False,False,0,1.735998417433148e-05
913,184,1953,5,20,1953-05-20,21:00:00,3,IA,19,11,3,0,1,0.0,0.0,42.15,-93.7,43.43,-92.32,116.1,400,1,1,1,169,83,23,37,1953-05-21 03:00:00,False,False,0,1.718998211373119e-05
914,185,1953,5,20,1953-05-20,22:10:00,3,IA,19,12,3,7,0,0.0,0.0,41.98,-91.57,42.08,-91.02,38.6,400,1,1,1,113,105,0,0,1953-05-21 04:10:00,False,False,0,3.694480046161216e-05
915,186,1953,5,21,1953-05-21,15:21:00,3,MI,26,2,4,68,2,6.0,0.0,42.92,-82.6,42.98,-82.42,10.0,1760,1,1,1,147,0,0,0,1953-05-21 21:21:00,False,False,0,4.904051894618364e-05
918,189,1953,5,24,1953-05-24,17:00:00,3,MT,30,1,3,0,0,4.0,0.0,46.98,-104.18,47.1,-104.07,9.3,400,1,1,1,109,0,0,0,1953-05-24 23:00:00,False,False,0,8.279840196288084e-07
930,201,1953,5,29,1953-05-29,17:00:00,3,ND,38,2,5,20,2,5.0,0.0,46.45,-100.67,46.63,-100.47,14.8,600,1,1,1,59,29,0,0,1953-05-29 23:00:00,False,False,0,3.2591752025896706e-06
955,226,1953,6,5,1953-06-05,19:15:00,3,NE,31,14,3,0,0,4.0,0.0,40.18,-101.67,40.3,-101.55,9.8,10,1,1,1,57,0,0,0,1953-06-06 01:15:00,False,False,0,1.8279109752962714e-06
957,228,1953,6,5,1953-06-05,21:15:00,3,OK,40,33,3,0,0,4.0,0.0,34.63,-97.17,34.47,-96.95,16.9,10,1,1,1,49,99,0,0,1953-06-06 03:15:00,False,False,0,1.276098662514037e-05
970,242,1953,6,7,1953-06-07,15:15:00,3,NE,31,19,4,0,11,5.0,0.0,41.33,-99.13,41.57,-99.05,15.0,440,1,1,1,163,175,0,0,1953-06-07 21:15:00,False,False,0,4.655865019640302e-06
976,247,1953,6,7,1953-06-07,16:15:00,3,NE,31,20,3,1,0,5.0,0.0,41.7,-98.02,41.82,-98.02,8.0,250,1,1,1,11,0,0,0,1953-06-07 22:15:00,False,False,0,6.029246256756999e-06
991,262,1953,6,7,1953-06-07,21:15:00,3,IA,19,17,3,0,0,0.0,0.0,42.55,-94.7,42.85,-94.25,30.7,200,1,1,1,25,151,91,0,1953-06-08 03:15:00,False,False,0,1.111706958069071e-05
999,269,1953,6,8,1953-06-08,17:15:00,3,MI,26,5,4,18,4,5.0,0.0,41.78,-83.57,41.78,-83.45,5.4,200,1,1,1,115,0,0,0,1953-06-08 23:15:00,False,False,0,5.317640729521331e-05
1001,270,1953,6,8,1953-06-08,18:00:00,3,OH,39,2,4,379,17,0.0,0.0,41.22,-83.9,41.5,-81.72,118.0,100,1,1,1,69,173,143,43,1953-06-09 00:00:00,False,False,0,4.1206179387813236e-05
1002,271,1953,6,8,1953-06-08,18:30:00,3,MI,26,6,3,5,1,4.0,0.0,42.2,-84.0,42.25,-83.78,11.3,70,1,1,1,161,0,0,0,1953-06-09 00:30:00,False,False,0,7.361786516256912e-05
1003,272,1953,6,8,1953-06-08,18:30:00,3,MI,26,7,3,11,0,6.0,0.0,42.58,-83.7,42.6,-83.68,9.1,200,1,1,1,93,125,0,0,1953-06-09 00:30:00,False,False,0,0.00011390429582289058
1005,274,1953,6,8,1953-06-08,19:08:00,3,MI,26,8,3,0,0,5.0,0.0,44.82,-83.47,0.0,0.0,1.8,100,1,1,1,1,0,0,0,1953-06-09 01:08:00,False,False,0,3.3517094601103778e-06
1006,275,1953,6,8,1953-06-08,19:30:00,3,MI,26,10,5,844,116,7.0,0.0,43.1,-83.85,43.17,-83.42,18.9,833,1,1,1,49,87,0,0,1953-06-09 01:30:00,False,False,0,9.253155597704755e-05
1008,277,1953,6,8,1953-06-08,21:30:00,3,MI,26,12,4,23,0,5.0,0.0,43.15,-83.18,43.13,-82.5,33.8,833,1,1,1,87,147,0,0,1953-06-09 03:30:00,False,False,0,3.6055778443502326e-05
1009,278,1953,6,9,1953-06-09,14:25:00,3,MA,25,1,4,1228,94,8.0,0.0,42.47,-72.17,42.3,-71.52,34.9,900,1,1,1,27,0,0,0,1953-06-09 20:25:00,False,False,0,0.0001396417580517286
1010,279,1953,6,9,1953-06-09,15:20:00,3,NH,33,1,3,5,0,4.0,0.0,42.97,-70.97,0.0,0.0,1.5,100,1,1,1,15,0,0,0,1953-06-09 21:20:00,False,False,0,3.893644453993328e-05
1011,280,1953,6,9,1953-06-09,15:30:00,3,MA,25,2,3,17,0,6.0,0.0,42.17,-71.77,42.05,-71.2,28.0,667,1,1,1,27,21,5,0,1953-06-09 21:30:00,False,False,0,0.0002072228264044462
1048,318,1953,6,27,1953-06-27,15:45:00,3,IA,19,20,5,2,1,5.0,0.0,41.45,-94.7,0.0,0.0,0.1,100,1,1,1,1,0,0,0,1953-06-27 21:45:00,False,False,0,8.33692706187258e-06
1116,386,1953,10,20,1953-10-20,11:45:00,3,CO,8,14,3,0,0,4.0,0.0,38.13,-104.03,38.25,-103.87,11.9,880,1,1,1,89,0,0,0,1953-10-20 17:45:00,False,False,0,7.732987558472652e-06
1132,402,1953,12,1,1953-12-01,19:00:00,3,TX,48,27,3,10,0,5.0,0.0,29.5,-97.93,29.53,-97.87,5.1,1760,1,1,1,187,0,0,0,1953-12-02 01:00:00,False,False,0,1.3783089086042586e-05
1133,403,1953,12,2,1953-12-02,06:15:00,3,TX,48,28,3,4,0,4.0,0.0,30.5,-96.97,30.53,-97.0,3.3,100,1,1,1,287,0,0,0,1953-12-02 12:15:00,False,False,0,6.226587281427221e-06
1140,410,1953,12,3,1953-12-03,01:00:00,3,LA,22,16,4,50,9,6.0,0.0,31.07,-93.05,31.82,-92.32,85.5,300,1,1,1,115,79,43,59,1953-12-03 07:00:00,False,False,0,1.3476741375710539e-05
1142,412,1953,12,3,1953-12-03,05:30:00,3,MS,28,20,3,20,0,6.0,0.0,32.73,-91.07,32.92,-90.83,18.8,300,1,1,1,55,125,0,0,1953-12-03 11:30:00,False,False,0,8.167074592214079e-06
1147,416,1953,12,5,1953-12-05,17:45:00,3,MS,28,21,5,270,38,7.0,0.0,32.33,-90.9,32.42,-90.78,9.0,500,1,1,1,149,0,0,0,1953-12-05 23:45:00,False,False,0,2.599116720073575e-05
1158,4,1954,2,15,1954-02-15,20:18:00,3,AR,5,1,3,24,0,5.0,0.0,35.48,-93.48,0.0,0.0,1.0,100,1,1,1,71,0,0,0,1954-02-16 02:18:00,False,False,0,9.443594744260213e-06
1160,6,1954,2,16,1954-02-16,02:30:00,3,AR,5,3,3,4,1,4.0,0.0,35.52,-90.22,0.0,0.0,2.0,880,1,1,1,93,0,0,0,1954-02-16 08:30:00,False,False,0,3.531654814606744e-05
1181,26,1954,3,13,1954-03-13,20:40:00,3,AL,1,2,3,0,0,4.0,0.0,32.33,-85.03,32.35,-85.02,1.9,880,2,1,2,113,0,0,0,1954-03-14 02:40:00,False,False,0,2.4307671122998164e-05
1182,26,1954,3,13,1954-03-13,20:45:00,3,GA,13,1,3,20,2,7.0,0.0,32.35,-85.02,32.37,-84.93,5.1,600,2,1,2,53,0,0,0,1954-03-14 02:45:00,False,False,0,1.885836142887431e-05
1183,27,1954,3,13,1954-03-13,21:20:00,3,GA,13,2,3,75,5,6.0,0.0,32.53,-84.37,32.87,-83.62,49.5,300,1,1,1,269,79,21,0,1954-03-14 03:20:00,False,False,0,5.246538650793494e-05
1219,63,1954,3,24,1954-03-24,22:40:00,3,AR,5,7,3,4,0,3.0,0.0,36.35,-94.28,36.48,-93.95,20.6,400,1,1,1,7,0,0,0,1954-03-25 04:40:00,False,False,0,1.734950688423749e-05
1223,67,1954,3,24,1954-03-24,23:30:00,3,MO,29,6,3,2,0,4.0,0.0,36.72,-93.67,0.0,0.0,1.0,300,1,1,1,9,0,0,0,1954-03-25 05:30:00,False,False,0,1.0792988295142363e-05
1226,70,1954,3,25,1954-03-25,00:55:00,3,MO,29,11,4,0,2,4.0,0.0,37.32,-92.23,37.45,-92.08,12.1,100,1,1,1,215,0,0,0,1954-03-25 06:55:00,False,False,0,6.22871404740099e-06
1230,74,1954,3,25,1954-03-25,02:00:00,3,MO,29,14,3,0,0,4.0,0.0,38.8,-90.8,38.93,-90.43,21.6,20,1,1,1,183,0,0,0,1954-03-25 08:00:00,False,False,0,2.0553621134064102e-05
1242,85,1954,4,5,1954-04-05,17:00:00,3,MO,29,17,4,0,0,5.0,0.0,40.55,-95.38,40.58,-95.33,3.0,900,2,1,2,5,0,0,0,1954-04-05 23:00:00,False,False,0,7.849706349060413e-06
1244,85,1954,4,5,1954-04-05,17:20:00,3,IA,19,1,4,2,0,4.0,0.0,40.58,-95.32,40.62,-95.27,3.3,700,2,1,2,145,0,0,0,1954-04-05 23:20:00,False,False,0,1.726531671305422e-05
1245,87,1954,4,5,1954-04-05,17:30:00,3,IA,19,3,3,0,0,0.0,0.0,40.6,-95.23,40.67,-95.17,5.2,667,1,1,1,145,0,0,0,1954-04-05 23:30:00,False,False,0,1.726531671305422e-05
1257,99,1954,4,7,1954-04-07,15:00:00,3,IL,17,2,3,13,1,5.0,0.0,40.88,-88.42,41.25,-87.75,42.6,400,1,1,1,105,53,91,0,1954-04-07 21:00:00,False,False,0,2.2264350862442695e-05
1283,125,1954,4,20,1954-04-20,20:30:00,3,NE,31,1,3,0,0,4.0,0.0,40.58,-100.13,40.57,-100.02,5.9,1760,1,1,1,63,0,0,0,1954-04-21 02:30:00,False,False,0,2.09256034701883e-06
1328,169,1954,4,30,1954-04-30,06:10:00,3,TX,48,22,3,6,0,5.0,0.0,30.42,-97.45,31.48,-95.47,139.9,880,1,1,1,453,491,331,395,1954-04-30 12:10:00,False,False,0,2.359856614690796e-05
1332,173,1954,4,30,1954-04-30,09:30:00,3,OK,40,19,3,12,0,5.0,0.0,34.0,-95.52,0.0,0.0,1.0,150,1,1,1,23,0,0,0,1954-04-30 15:30:00,False,False,0,1.0226969666355387e-05
1334,174,1954,4,30,1954-04-30,10:00:00,3,TX,48,26,3,1,0,4.0,0.0,32.92,-94.72,33.17,-94.05,42.5,50,2,1,2,343,67,0,0,1954-04-30 16:00:00,False,False,0,1.174432097100031e-05
1336,175,1954,4,30,1954-04-30,10:30:00,3,TX,48,27,3,0,0,4.0,0.0,33.4,-94.63,33.58,-94.38,19.2,1760,2,1,2,37,0,0,0,1954-04-30 16:30:00,False,False,0,2.703396316851255e-05
1338,174,1954,4,30,1954-04-30,11:00:00,3,AR,5,12,3,0,0,3.0,0.0,33.17,-94.05,33.52,-93.42,43.8,50,2,1,2,99,0,0,0,1954-04-30 17:00:00,False,False,0,9.23703044075849e-06
1340,175,1954,4,30,1954-04-30,11:00:00,3,AR,5,13,3,2,0,5.0,0.0,33.58,-94.38,33.48,-93.1,92.4,1760,2,1,2,81,133,61,57,1954-04-30 17:00:00,False,False,0,9.98349868848391e-06
1342,178,1954,4,30,1954-04-30,11:55:00,3,AR,5,15,3,1,0,5.0,0.0,35.63,-94.4,36.1,-94.0,40.7,440,1,1,1,33,143,0,0,1954-04-30 17:55:00,False,False,0,1.8287189951438784e-05
1356,191,1954,4,30,1954-04-30,19:00:00,3,IA,19,10,4,0,0,0.0,0.0,42.1,-91.75,43.18,-91.17,80.4,200,1,1,1,113,55,43,5,1954-05-01 01:00:00,False,False,0,2.2902149373089034e-05
1361,195,1954,5,1,1954-05-01,14:15:00,3,TX,48,28,4,2,0,5.0,0.0,33.98,-99.72,34.2,-99.18,34.0,440,2,1,2,155,487,0,0,1954-05-01 20:15:00,False,False,0,5.708421103121517e-06
1362,195,1954,5,1,1954-05-01,14:16:00,3,OK,40,21,4,0,0,3.0,0.0,34.2,-99.18,34.65,-98.92,34.6,440,2,1,2,141,75,0,0,1954-05-01 20:16:00,False,False,0,7.4757714109878275e-06
1364,197,1954,5,1,1954-05-01,16:00:00,3,OK,40,23,3,3,3,5.0,0.0,34.23,-98.62,34.35,-98.47,12.3,10,1,1,1,141,33,0,0,1954-05-01 22:00:00,False,False,0,7.132085544661879e-06
1367,200,1954,5,1,1954-05-01,17:45:00,3,OK,40,26,3,0,0,4.0,0.0,34.62,-98.0,34.68,-97.93,6.2,100,1,1,1,137,0,0,0,1954-05-01 23:45:00,False,False,0,1.5116312256353006e-05
1368,201,1954,5,1,1954-05-01,17:45:00,3,OK,40,27,3,0,0,5.0,0.0,34.17,-98.25,34.2,-98.12,8.0,300,1,1,1,33,67,0,0,1954-05-01 23:45:00,False,False,0,5.91076657327427e-06
1370,203,1954,5,1,1954-05-01,18:00:00,3,OK,40,29,4,65,0,6.0,0.0,35.4,-97.37,35.77,-96.52,59.2,10,1,1,1,125,81,37,0,1954-05-02 00:00:00,False,False,0,1.561013846449729e-05
1388,221,1954,5,2,1954-05-02,11:00:00,3,AR,5,22,3,0,0,0.0,0.0,34.5,-91.55,0.0,0.0,0.4,50,1,1,1,1,0,0,0,1954-05-02 17:00:00,False,False,0,9.240882773436544e-06
1391,224,1954,5,2,1954-05-02,15:00:00,3,TX,48,34,3,4,0,0.0,0.0,32.22,-95.67,0.0,0.0,0.1,10,1,1,1,213,0,0,0,1954-05-02 21:00:00,False,False,0,1.0342478604971205e-05
1403,234,1954,5,10,1954-05-10,08:30:00,3,CT,9,1,3,2,0,4.0,0.0,41.92,-72.47,0.0,0.0,0.3,33,1,1,1,13,0,0,0,1954-05-10 14:30:00,False,False,0,4.2081103074009566e-05
1414,245,1954,5,17,1954-05-17,20:00:00,3,NM,35,4,3,0,0,1.0,0.0,32.97,-103.37,0.0,0.0,0.1,10,1,1,1,25,0,0,0,1954-05-18 02:00:00,False,False,0,2.70099864633109e-06
1449,280,1954,5,30,1954-05-30,20:00:00,3,NE,31,3,4,23,6,6.0,0.0,41.73,-97.73,42.05,-97.28,29.9,400,1,1,1,141,119,167,179,1954-05-31 02:00:00,False,False,0,1.107876356909396e-05
1477,308,1954,6,1,1954-06-01,19:30:00,3,TX,48,50,3,14,1,6.0,0.0,34.02,-100.3,33.87,-100.15,13.4,267,1,1,1,101,0,0,0,1954-06-02 01:30:00,False,False,0,2.6148489393707524e-06
1479,310,1954,6,1,1954-06-01,20:55:00,3,TX,48,52,3,4,1,5.0,0.0,33.95,-98.67,33.95,-98.57,5.9,50,1,1,1,485,0,0,0,1954-06-02 02:55:00,False,False,0,6.057630873130614e-05
1480,311,1954,6,1,1954-06-01,22:00:00,3,TX,48,53,3,3,0,0.0,0.0,34.1,-98.57,0.0,0.0,0.1,10,1,1,1,153,0,0,0,1954-06-02 04:00:00,False,False,0,4.0998003546664704e-06
1495,326,1954,6,9,1954-06-09,22:00:00,3,IA,19,16,4,0,1,5.0,0.0,42.28,-94.72,42.38,-94.57,9.9,440,1,1,1,25,0,0,0,1954-06-10 04:00:00,False,False,0,1.1465178501445378e-05
1514,345,1954,6,13,1954-06-13,14:00:00,3,AR,5,24,3,0,0,3.0,0.0,35.68,-90.1,0.0,0.0,2.5,833,1,1,1,93,0,0,0,1954-06-13 20:00:00,False,False,0,3.531654814606744e-05
1536,367,1954,6,17,1954-06-17,19:45:00,3,NE,31,9,3,0,1,5.0,0.0,42.08,-97.05,42.2,-96.7,23.6,163,1,1,1,167,39,173,0,1954-06-18 01:45:00,False,False,0,7.757537206412152e-06
1538,369,1954,6,18,1954-06-18,03:55:00,3,SD,46,8,3,0,0,4.0,0.0,42.85,-97.88,42.98,-97.77,10.6,10,1,1,1,9,0,0,0,1954-06-18 09:55:00,False,False,0,6.4658463999858365e-06
1539,370,1954,6,18,1954-06-18,04:05:00,3,SD,46,9,3,0,0,4.0,0.0,43.03,-97.5,43.02,-97.45,0.1,30,1,1,1,135,0,0,0,1954-06-18 10:05:00,False,False,0,1.2449183380243581e-05
1541,372,1954,6,18,1954-06-18,04:25:00,3,SD,46,11,3,0,0,4.0,0.0,43.05,-97.32,43.13,-97.08,12.8,33,1,1,1,135,125,0,0,1954-06-18 10:25:00,False,False,0,9.80468901076843e-06
1547,378,1954,6,19,1954-06-19,19:00:00,3,SD,46,13,3,0,0,3.0,0.0,43.48,-96.72,43.5,-96.67,0.1,43,1,1,1,83,0,0,0,1954-06-20 01:00:00,False,False,0,8.538973877923185e-06
1595,426,1954,7,18,1954-07-18,18:40:00,3,TX,48,66,3,0,0,4.0,0.0,32.32,-94.52,0.0,0.0,0.8,880,1,1,1,401,0,0,0,1954-07-19 00:40:00,False,False,0,1.769500550309114e-05
1671,502,1954,9,18,1954-09-18,01:00:00,3,FL,12,11,3,2,2,4.0,0.0,27.42,-80.33,0.0,0.0,0.1,10,1,1,1,111,0,0,0,1954-09-18 07:00:00,False,False,0,1.362334467341309e-05
1690,521,1954,10,11,1954-10-11,03:00:00,3,KS,20,67,3,0,0,4.0,0.0,38.93,-99.22,38.93,-99.05,8.6,10,1,1,1,51,167,0,0,1954-10-11 09:00:00,False,False,0,7.014232969880455e-06
1691,522,1954,10,11,1954-10-11,14:15:00,3,IN,18,32,3,0,2,5.0,0.0,39.45,-86.12,39.5,-86.05,4.7,100,1,1,1,81,0,0,0,1954-10-11 20:15:00,False,False,0,3.154946271215598e-05
1698,529,1954,10,22,1954-10-22,19:00:00,3,TX,48,77,3,25,0,5.0,0.0,28.15,-97.43,27.87,-97.33,20.5,333,1,1,1,409,0,0,0,1954-10-23 01:00:00,False,False,0,1.9956248578067876e-05
1704,534,1954,12,5,1954-12-05,12:00:00,3,AL,1,5,3,4,0,5.0,0.0,32.68,-85.42,32.67,-85.08,19.4,200,2,1,2,81,0,0,0,1954-12-05 18:00:00,False,False,0,2.8644863487705436e-05
1705,534,1954,12,5,1954-12-05,12:30:00,3,GA,13,16,3,3,0,5.0,0.0,32.67,-85.08,32.87,-84.6,31.6,200,2,1,2,145,199,0,0,1954-12-05 18:30:00,False,False,0,1.2930193648729127e-05
1706,535,1954,12,5,1954-12-05,13:30:00,3,AL,1,6,3,26,0,5.0,0.0,33.78,-86.0,33.92,-85.6,24.7,100,1,1,1,15,0,0,0,1954-12-05 19:30:00,False,False,0,5.068793470098565e-05
1722,548,1954,12,28,1954-12-28,18:00:00,3,MS,28,13,3,25,0,6.0,0.0,31.63,-89.18,31.77,-89.07,11.5,250,1,1,1,67,0,0,0,1954-12-29 00:00:00,False,False,0,3.180586583733195e-05
1734,10,1955,3,1,1955-03-01,01:52:00,3,OH,39,2,3,6,1,5.0,0.0,41.27,-80.67,0.0,0.0,2.5,40,1,1,1,99,0,0,0,1955-03-01 07:52:00,False,False,0,0.00024165581001315856
1736,12,1955,3,4,1955-03-04,18:45:00,3,KY,21,1,3,2,0,5.0,0.0,37.72,-84.45,37.67,-84.3,8.9,10,1,1,1,151,0,0,0,1955-03-05 00:45:00,False,False,0,2.7529108120424252e-05
1748,24,1955,3,14,1955-03-14,17:10:00,3,MO,29,1,3,1,0,5.0,0.0,39.65,-94.25,39.67,-94.02,9.8,250,1,1,1,49,25,0,0,1955-03-14 23:10:00,False,False,0,9.890647367584266e-06
1760,36,1955,3,20,1955-03-20,17:20:00,3,MO,29,5,3,17,0,5.0,0.0,36.75,-89.37,36.8,-89.33,3.6,250,1,1,1,133,0,0,0,1955-03-20 23:20:00,False,False,0,2.1154874733798112e-05
1770,46,1955,3,22,1955-03-22,14:30:00,3,PA,42,1,3,0,1,5.0,0.0,39.97,-75.62,40.05,-75.47,9.6,600,1,1,1,29,0,0,0,1955-03-22 20:30:00,False,False,0,8.187082636870425e-05
1787,63,1955,4,6,1955-04-06,02:30:00,3,TX,48,11,3,27,1,6.0,0.0,33.63,-96.6,33.58,-96.08,30.2,67,1,1,1,181,147,0,0,1955-04-06 08:30:00,False,False,0,2.1536215137090724e-05
1788,64,1955,4,6,1955-04-06,02:45:00,3,TX,48,12,3,0,0,5.0,0.0,33.43,-98.4,33.47,-98.03,21.7,10,1,1,1,237,77,0,0,1955-04-06 08:45:00,False,False,0,3.4085965220633053e-06
1790,66,1955,4,6,1955-04-06,04:20:00,3,TX,48,14,3,0,0,5.0,0.0,33.57,-97.22,33.63,-96.97,15.1,10,1,1,1,97,0,0,0,1955-04-06 10:20:00,False,False,0,9.774825985719432e-06
