,om,yr,mo,dy,date,time,tz,st,stf,stn,f,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,touchdown,has_warning,has_watch,warning_time,pop_dens
37885,842,1997,7,2,1997-07-02,14:30:00,3,MI,26,10,3,0,0,0.6,0.0,43.17,-83.72,43.17,-83.72,2.0,1000,1,1,1,49,0,0,0,1997-07-02 20:30:00,True,False,29,0.0002609216124082431
37888,843,1997,7,2,1997-07-02,14:45:00,3,MI,26,12,3,1,1,3.8,0.0,43.18,-83.62,43.18,-83.62,1.7,1500,1,1,1,49,0,0,0,1997-07-02 20:45:00,True,False,44,0.0002609216124082431
37898,924,1997,7,2,1997-07-02,18:30:00,3,OH,39,7,3,0,0,2.0,0.0,38.85,-84.18,38.82,-84.07,12.0,500,1,1,1,25,0,0,0,1997-07-03 00:30:00,True,False,32,0.00012826261685184968
38152,1048,1997,9,18,1997-09-18,17:15:00,3,MN,27,43,3,1,1,1.7,0.0,46.07,-94.05,46.08,-93.67,17.0,800,1,1,1,97,95,0,0,1997-09-18 23:15:00,True,False,51,1.0980913939365345e-05
38264,544,1997,11,1,1997-11-01,23:45:00,3,FL,12,106,3,32,0,14.0,0.0,29.02,-80.93,29.02,-80.93,3.0,400,1,1,1,127,0,0,0,1997-11-02 05:45:00,False,False,0,0.00012999872716183998
38280,590,1997,11,21,1997-11-21,19:40:00,3,AL,1,26,3,0,0,2.0,0.0,30.82,-88.07,30.82,-88.07,1.0,300,1,1,1,97,0,0,0,1997-11-22 01:40:00,True,False,32,0.00011891220880233541
38405,888,1998,2,22,1998-02-22,22:37:00,3,FL,12,34,3,70,3,15.0,0.0,28.48,-81.72,28.63,-81.45,18.0,200,1,1,1,69,95,0,0,1998-02-23 04:37:00,True,False,112,0.00017390958374968843
38406,890,1998,2,22,1998-02-22,23:10:00,3,FL,12,35,3,36,13,31.0,0.0,28.7,-81.35,28.8,-81.15,16.0,200,1,1,1,117,127,0,0,1998-02-23 05:10:00,True,False,108,0.0001802146871494909
38407,893,1998,2,22,1998-02-22,23:40:00,3,FL,12,36,3,150,25,55.0,0.0,28.23,-81.48,28.48,-80.9,28.0,250,1,1,1,97,95,0,0,1998-02-23 05:40:00,True,False,63,0.00013589908304350613
38452,761,1998,3,20,1998-03-20,05:25:00,3,GA,13,8,3,171,12,20.0,0.0,34.38,-83.9,34.53,-83.7,4.0,100,1,1,1,139,311,0,0,1998-03-20 11:25:00,True,False,-26,6.60910855621652e-05
38455,771,1998,3,20,1998-03-20,14:25:00,3,NC,37,8,3,27,2,34.0,0.0,36.4,-79.98,36.53,-79.78,12.0,300,1,1,1,157,0,0,0,1998-03-20 20:25:00,True,False,-10,5.8755969973569315e-05
38477,767,1998,3,29,1998-03-29,15:50:00,3,MN,27,6,4,19,1,75.05,0.0,43.95,-95.53,44.27,-94.27,73.5,1500,1,1,1,101,33,165,15,1998-03-29 21:50:00,True,False,41,9.860404568721598e-06
38481,789,1998,3,29,1998-03-29,17:18:00,3,MN,27,9,3,0,1,120.0,0.0,44.28,-94.17,44.33,-93.95,12.0,2200,1,1,1,103,0,0,0,1998-03-29 23:18:00,True,False,22,2.4170252351208734e-05
38482,790,1998,3,29,1998-03-29,17:35:00,3,MN,27,10,3,0,0,0.0,0.0,44.33,-93.95,44.4,-93.83,6.0,2200,1,1,1,79,0,0,0,1998-03-29 23:35:00,True,False,12,1.9994247379966997e-05
38503,1036,1998,4,1,1998-04-01,18:00:00,3,VA,51,5,3,0,2,0.8,0.0,37.88,-77.62,37.88,-77.53,5.0,400,1,1,1,85,0,0,0,1998-04-02 00:00:00,True,False,10,5.216798290246894e-05
38559,831,1998,4,8,1998-04-08,18:01:00,3,AL,1,3,3,1,0,0.82,0.0,33.28,-87.9,33.33,-87.58,19.5,300,1,1,1,107,125,0,0,1998-04-09 00:01:00,True,False,35,3.0006312474962403e-05
38560,833,1998,4,8,1998-04-08,18:42:00,3,AL,1,4,5,259,32,200.03,0.0,33.42,-87.35,33.58,-86.87,30.3,1320,1,1,1,125,73,0,0,1998-04-09 00:42:00,True,False,41,0.0001272783159868119
38567,818,1998,4,9,1998-04-09,03:45:00,3,GA,13,14,3,17,2,2.7,0.0,32.17,-81.58,32.23,-81.3,8.0,440,1,1,1,29,103,0,0,1998-04-09 09:45:00,True,False,-6,1.737883382398736e-05
38607,874,1998,4,16,1998-04-16,01:50:00,3,AR,5,8,4,12,2,0.35,0.0,35.87,-90.18,35.9,-90.13,5.0,400,1,1,1,93,0,0,0,1998-04-16 07:50:00,True,False,8,2.466263347013693e-05
38609,877,1998,4,16,1998-04-16,03:00:00,3,TN,47,11,3,3,2,0.25,0.0,36.03,-89.32,36.03,-89.25,4.0,100,1,1,1,45,0,0,0,1998-04-16 09:00:00,True,False,25,2.6266835539795374e-05
38611,924,1998,4,16,1998-04-16,06:10:00,3,TN,47,13,3,5,0,0.5,0.0,36.0,-87.33,36.0,-87.3,2.0,1300,1,1,1,43,0,0,0,1998-04-16 12:10:00,False,False,0,2.7632664060767972e-05
38615,926,1998,4,16,1998-04-16,09:20:00,3,TN,47,15,3,0,0,0.4,0.0,36.57,-87.13,36.57,-87.02,7.2,400,1,1,1,147,0,0,0,1998-04-16 15:20:00,True,False,-2,3.363712467857563e-05
38620,930,1998,4,16,1998-04-16,14:30:00,3,TN,47,19,3,60,1,101.0,0.0,36.07,-86.92,36.37,-86.12,42.1,880,1,1,1,37,189,169,0,1998-04-16 20:30:00,True,False,21,0.00018975620195233755
38621,783,1998,4,16,1998-04-16,14:35:00,3,KY,21,2,3,9,2,10.21,0.0,36.92,-86.78,36.98,-85.72,48.0,100,1,1,1,141,127,3,9,1998-04-16 20:35:00,True,False,9,1.8674927313284768e-05
38626,935,1998,4,16,1998-04-16,15:50:00,3,TN,47,22,5,36,3,13.0,0.0,35.22,-88.02,35.55,-86.9,69.4,1760,1,1,1,181,99,55,119,1998-04-16 21:50:00,True,False,7,1.945897877954923e-05
38629,787,1998,4,16,1998-04-16,16:15:00,3,KY,21,4,3,0,0,3.0,0.0,37.12,-85.43,37.23,-85.07,20.0,100,1,1,1,1,0,0,0,1998-04-16 22:15:00,True,False,11,1.4633067626739185e-05
38630,775,1998,4,16,1998-04-16,16:35:00,3,TN,47,24,3,4,0,10.0,0.0,36.53,-85.18,36.62,-85.08,8.6,880,1,1,1,137,0,0,0,1998-04-16 22:35:00,True,False,1,1.077435632975418e-05
38718,984,1998,5,7,1998-05-07,15:49:00,3,NC,37,31,4,2,0,1.1,0.0,35.87,-81.38,35.87,-81.32,4.0,1320,1,1,1,27,0,0,0,1998-05-07 21:49:00,False,False,0,5.789414468016867e-05
38726,336,1998,5,7,1998-05-07,16:30:00,3,NC,37,37,3,5,0,50.0,0.0,36.02,-80.38,36.02,-80.38,2.0,30,1,1,1,67,0,0,0,1998-05-07 22:30:00,True,False,-11,0.0002515170683279947
38730,807,1998,5,7,1998-05-07,17:15:00,3,SC,45,17,3,0,0,0.3,0.0,33.88,-82.03,33.87,-81.95,5.0,880,1,1,1,37,0,0,0,1998-05-07 23:15:00,True,False,5,1.4177734685317278e-05
38745,811,1998,5,7,1998-05-07,18:15:00,3,SC,45,21,3,9,1,1.0,0.0,33.67,-82.07,33.65,-81.85,12.0,880,1,1,1,37,0,0,0,1998-05-08 00:15:00,True,False,65,1.4177734685317278e-05
38815,1249,1998,5,15,1998-05-15,16:05:00,3,IA,19,20,3,47,0,15.0,0.0,41.28,-91.73,41.88,-91.07,47.0,400,1,1,1,183,103,31,0,1998-05-15 22:05:00,True,False,2,2.9163323227486272e-05
38816,897,1998,5,15,1998-05-15,16:50:00,3,WI,55,7,3,6,0,0.12,0.0,44.57,-91.83,44.67,-91.83,8.0,60,1,1,1,11,91,0,0,1998-05-15 22:50:00,True,False,20,8.840945408409346e-06
38894,894,1998,5,24,1998-05-24,20:10:00,3,OK,40,23,3,0,0,2.0,0.0,36.65,-97.55,36.73,-97.6,5.3,1300,1,1,1,53,0,0,0,1998-05-25 02:10:00,True,False,72,2.1946228389681703e-06
38933,1009,1998,5,30,1998-05-30,19:26:00,3,SD,46,5,4,150,6,18.0,0.0,43.75,-97.68,43.7,-97.43,14.0,1150,1,1,1,61,87,0,0,1998-05-31 01:26:00,True,False,14,3.3231705416898926e-06
38951,260,1998,5,31,1998-05-31,14:22:00,3,NY,36,1,3,68,0,70.0,0.0,42.92,-73.77,42.93,-73.27,25.0,30,2,1,2,91,83,0,0,1998-05-31 20:22:00,True,False,39,8.863174387062978e-05
38953,260,1998,5,31,1998-05-31,14:45:00,3,VT,50,1,3,0,0,0.63,0.0,42.93,-73.27,42.93,-73.18,5.5,970,2,1,2,3,0,0,0,1998-05-31 20:45:00,True,False,29,2.0504056509497784e-05
38957,1041,1998,5,31,1998-05-31,15:30:00,3,NY,36,5,3,12,0,2.55,0.0,42.07,-76.15,42.08,-75.0,62.0,200,1,1,1,107,7,25,0,1998-05-31 21:30:00,True,False,38,4.513131323996004e-05
38962,1046,1998,5,31,1998-05-31,16:30:00,3,NY,36,9,3,3,0,0.8,0.0,42.53,-75.1,42.58,-74.93,5.0,800,1,1,1,77,0,0,0,1998-05-31 22:30:00,True,False,26,2.3326082900775288e-05
38970,1049,1998,5,31,1998-05-31,18:20:00,3,PA,42,13,3,2,0,1.0,0.0,41.3,-75.1,41.23,-74.87,20.0,200,1,1,1,103,0,0,0,1998-06-01 00:20:00,True,False,73,1.9813788013786885e-05
38975,311,1998,5,31,1998-05-31,18:50:00,3,PA,42,18,3,15,1,4.0,0.0,39.75,-79.08,39.73,-78.97,13.0,880,1,1,1,111,0,0,0,1998-06-01 00:50:00,True,False,28,2.8109521205035516e-05
38977,512,1998,5,31,1998-05-31,19:00:00,3,PA,42,20,3,7,0,1.4,0.0,40.48,-75.9,40.48,-75.73,8.3,120,1,1,1,11,0,0,0,1998-06-01 01:00:00,True,False,23,0.00015170026496154373
39016,1209,1998,6,2,1998-06-02,19:02:00,3,PA,42,41,4,0,0,0.0,0.0,40.05,-79.22,39.73,-78.97,26.0,1760,2,1,2,111,0,0,0,1998-06-03 01:02:00,True,False,140,2.8109521205035516e-05
39021,1209,1998,6,2,1998-06-02,19:38:00,3,MD,24,3,4,5,0,5.5,0.0,39.73,-78.97,39.63,-78.83,10.5,500,2,1,2,23,1,0,0,1998-06-03 01:38:00,True,False,93,3.715337677949633e-05
39027,1142,1998,6,2,1998-06-02,20:00:00,3,PA,42,47,3,15,2,2.2,0.0,41.62,-76.05,41.57,-75.8,26.0,500,1,1,1,131,0,0,0,1998-06-03 02:00:00,True,False,86,2.7283068947768857e-05
39104,468,1998,6,11,1998-06-11,17:09:00,3,IN,18,16,4,4,0,1.5,0.0,39.78,-85.95,39.82,-85.73,13.2,400,1,1,1,97,59,0,0,1998-06-11 23:09:00,True,False,-3,0.0004632724483588585
39107,476,1998,6,11,1998-06-11,18:03:00,3,IN,18,19,3,8,0,5.5,0.0,40.4,-86.07,40.47,-85.87,18.5,800,1,1,1,67,53,0,0,1998-06-12 00:03:00,True,False,-1,8.462975356435595e-05
39490,1291,1998,8,23,1998-08-23,17:30:00,3,WI,55,23,3,2,0,4.74,0.0,45.02,-87.33,45.0,-87.22,5.1,1300,1,1,1,29,0,0,0,1998-08-23 23:30:00,True,False,11,2.0579722779919046e-05
39651,1421,1998,10,4,1998-10-04,21:08:00,3,OK,40,75,3,1,0,1.57,0.0,35.38,-96.77,35.53,-96.68,10.0,880,1,1,1,133,125,0,0,1998-10-05 03:08:00,True,False,71,2.287841222431868e-05
39669,1323,1998,10,16,1998-10-16,17:54:00,3,KS,20,67,3,1,0,1.22,0.0,38.75,-99.63,39.02,-99.27,26.0,1300,1,1,1,195,51,0,0,1998-10-16 23:54:00,True,False,-10,6.408028077694431e-06
39722,1307,1998,11,10,1998-11-10,01:58:00,3,MO,29,23,3,16,0,6.0,0.0,38.95,-92.33,38.95,-92.33,2.0,70,1,1,1,19,0,0,0,1998-11-10 07:58:00,False,False,0,6.330451863033692e-05
39755,51,1999,1,1,1999-01-01,23:45:00,3,TX,48,9,3,5,0,0.5,0.0,30.0,-94.45,30.05,-94.4,5.5,400,1,1,1,245,0,0,0,1999-01-02 05:45:00,True,False,1,0.00010548011284049632
39806,746,1999,1,17,1999-01-17,18:09:00,3,TN,47,3,3,4,0,1.6,0.0,35.77,-89.12,35.82,-89.0,10.0,0,1,1,1,33,0,0,0,1999-01-18 00:09:00,True,False,-5,1.945236426867823e-05
39807,747,1999,1,17,1999-01-17,18:15:00,3,TN,47,4,3,2,0,25.1,0.0,35.42,-89.18,35.62,-88.85,22.0,300,1,1,1,75,113,0,0,1999-01-18 00:15:00,True,False,7,3.450072751986811e-05
39808,748,1999,1,17,1999-01-17,18:25:00,3,TN,47,5,4,106,6,10.0,0.0,35.58,-88.88,35.63,-88.68,16.0,500,1,1,1,113,0,0,0,1999-01-18 00:25:00,True,False,17,5.404433248235514e-05
39823,78,1999,1,21,1999-01-21,16:29:00,3,AR,5,9,3,0,0,0.0,0.0,33.92,-92.63,34.1,-92.57,11.0,500,1,1,1,39,0,0,0,1999-01-21 22:29:00,True,False,16,5.561974195654037e-06
39826,79,1999,1,21,1999-01-21,16:38:00,3,AR,5,10,3,2,0,0.0,0.0,35.43,-91.73,35.63,-91.5,19.0,700,1,1,1,145,63,0,0,1999-01-21 22:38:00,True,False,49,1.84287388472419e-05
39832,762,1999,1,21,1999-01-21,17:02:00,3,AR,5,96,3,9,0,0.5,0.0,34.68,-91.27,35.07,-90.97,16.0,200,1,1,1,95,123,0,0,1999-01-21 23:02:00,True,False,15,1.2383072742360817e-05
39833,755,1999,1,21,1999-01-21,17:05:00,3,AR,5,89,4,0,0,1.0,0.0,36.28,-90.55,36.4,-90.35,16.0,400,1,1,1,21,0,0,0,1999-01-21 23:05:00,True,False,41,1.0932815759855523e-05
39846,95,1999,1,21,1999-01-21,18:05:00,3,AR,5,19,3,0,0,0.01,0.0,35.65,-91.43,35.97,-91.12,31.0,0,1,1,1,63,67,75,0,1999-01-22 00:05:00,True,False,105,1.3144163011678432e-05
39851,98,1999,1,21,1999-01-21,18:18:00,3,AR,5,21,3,0,0,0.0,0.0,34.3,-92.72,34.35,-92.67,11.0,400,1,1,1,59,53,0,0,1999-01-22 00:18:00,True,False,98,1.2404389037266562e-05
39853,102,1999,1,21,1999-01-21,18:21:00,3,AR,5,23,3,0,0,0.0,0.0,34.85,-91.65,35.03,-91.5,39.0,417,1,1,1,117,0,0,0,1999-01-22 00:21:00,True,False,33,5.6715397416433095e-06
39854,103,1999,1,21,1999-01-21,18:24:00,3,AR,5,23,3,72,3,0.0,0.0,34.55,-92.42,34.82,-92.22,39.0,417,1,1,1,125,119,0,0,1999-01-22 00:24:00,True,False,30,0.00010771826119558219
39868,113,1999,1,21,1999-01-21,19:25:00,3,AR,5,29,3,29,2,0.0,0.0,35.05,-91.92,35.13,-91.8,8.0,1000,1,1,1,145,0,0,0,1999-01-22 01:25:00,True,False,80,2.0395156142806506e-05
39885,704,1999,1,21,1999-01-21,21:45:00,3,LA,22,57,3,0,0,0.51,0.0,31.97,-91.6,32.22,-91.33,22.0,0,1,1,1,41,107,0,0,1999-01-22 03:45:00,True,False,58,9.276874750917367e-06
39914,790,1999,1,22,1999-01-22,03:20:00,3,TN,47,16,3,5,1,1.0,0.0,36.05,-88.17,36.23,-88.0,15.0,220,1,1,1,5,0,0,0,1999-01-22 09:20:00,True,False,33,1.4227741626398537e-05
39915,791,1999,1,22,1999-01-22,04:15:00,3,TN,47,17,3,5,0,72.7,0.0,36.53,-87.35,36.58,-87.3,4.3,880,1,1,1,125,0,0,0,1999-01-22 10:15:00,True,False,21,7.19661768335413e-05
39974,793,1999,2,27,1999-02-27,15:25:00,3,MS,28,36,3,0,0,0.2,0.0,31.62,-90.23,31.72,-89.98,17.0,440,1,1,1,77,0,0,0,1999-02-27 21:25:00,True,False,11,1.1168844149739846e-05
39986,187,1999,3,2,1999-03-02,18:55:00,3,TX,48,23,3,6,1,0.75,0.0,30.9,-93.9,30.9,-93.82,12.0,500,1,1,1,241,351,0,0,1999-03-03 00:55:00,True,False,47,9.210876080161387e-06
40005,215,1999,3,5,1999-03-05,19:02:00,3,AR,5,55,3,0,0,0.0,0.0,35.48,-92.62,35.52,-92.4,10.0,350,1,1,1,141,0,0,0,1999-03-06 01:02:00,True,False,28,7.637607772374691e-06
40006,203,1999,3,5,1999-03-05,19:16:00,3,AR,5,46,3,0,0,2.0,0.0,34.23,-93.65,34.22,-93.3,13.0,400,1,1,1,109,19,0,0,1999-03-06 01:16:00,True,False,31,8.298333991582362e-06
40051,227,1999,4,3,1999-04-03,15:52:00,3,LA,22,39,4,102,7,7.94,0.0,32.53,-93.83,32.75,-93.6,19.3,200,1,1,1,17,15,0,0,1999-04-03 21:52:00,True,False,-1,7.511351595559503e-05
40052,230,1999,4,3,1999-04-03,15:55:00,3,LA,22,40,3,1,0,0.5,0.0,31.97,-94.0,32.0,-93.97,2.6,150,2,1,2,31,0,0,0,1999-04-03 21:55:00,True,False,-4,1.1176770445836258e-05
40057,232,1999,4,3,1999-04-03,16:58:00,3,LA,22,41,3,0,0,1.5,0.0,32.6,-93.08,32.7,-92.97,8.5,200,1,1,1,27,0,0,0,1999-04-03 22:58:00,True,False,2,8.90223999497706e-06
40058,233,1999,4,3,1999-04-03,17:13:00,3,LA,22,42,3,0,0,3.5,0.0,32.82,-92.87,33.0,-92.73,14.5,600,1,1,1,27,0,0,0,1999-04-03 23:13:00,True,False,17,8.90223999497706e-06
40107,813,1999,4,8,1999-04-08,13:54:00,3,IA,19,12,4,3,0,2.69,0.0,40.85,-94.9,41.48,-94.47,49.0,1000,1,1,1,173,3,29,1,1999-04-08 19:54:00,True,False,9,6.5648531235052415e-06
40108,814,1999,4,8,1999-04-08,14:48:00,3,IA,19,13,4,1,0,2.39,0.0,41.03,-94.32,41.77,-93.87,56.0,1250,1,1,1,175,121,49,0,1999-04-08 20:48:00,True,False,-4,1.3496286550065444e-05
40113,817,1999,4,8,1999-04-08,16:18:00,3,IA,19,16,3,5,0,1.37,0.0,41.07,-93.52,41.67,-93.25,39.0,0,1,1,1,117,181,125,99,1999-04-08 22:18:00,True,False,22,1.856686489274064e-05
40119,819,1999,4,8,1999-04-08,17:15:00,3,IA,19,17,3,0,0,0.65,0.0,40.75,-92.42,40.93,-92.2,16.0,300,1,1,1,51,179,0,0,1999-04-08 23:15:00,True,False,10,1.818812944082522e-05
40124,589,1999,4,8,1999-04-08,17:35:00,3,IL,17,26,3,0,0,15.0,0.0,40.35,-91.45,40.42,-91.33,7.5,200,1,1,1,67,0,0,0,1999-04-08 23:35:00,True,False,18,1.0396740169127454e-05
40139,172,1999,4,9,1999-04-09,01:56:00,3,IN,18,1,3,0,0,0.35,0.0,38.88,-85.5,38.92,-85.45,3.0,250,1,1,1,77,79,0,0,1999-04-09 07:56:00,True,False,2,2.7997633603430437e-05
40140,847,1999,4,9,1999-04-09,02:05:00,3,IN,18,5,3,2,0,1.4,0.0,38.88,-85.42,38.98,-85.22,15.0,450,1,1,1,137,0,0,0,1999-04-09 08:05:00,True,False,3,2.1289758403275038e-05
40144,850,1999,4,9,1999-04-09,03:12:00,3,OH,39,3,4,65,4,85.0,0.0,39.23,-84.37,39.3,-84.23,10.0,270,1,1,1,61,165,0,0,1999-04-09 09:12:00,True,False,20,0.00046880787914259847
40159,857,1999,4,14,1999-04-14,21:52:00,3,MS,28,40,3,33,1,6.8,0.0,31.7,-89.47,31.88,-89.12,25.5,880,1,1,1,31,67,61,0,1999-04-15 03:52:00,True,False,7,2.069618081796823e-05
40162,821,1999,4,15,1999-04-15,08:20:00,3,GA,13,7,3,28,0,10.0,0.0,32.05,-83.97,32.12,-83.72,14.5,700,1,1,1,93,0,0,0,1999-04-15 14:20:00,True,False,10,9.75352540836024e-06
40241,1143,1999,5,3,1999-05-03,16:20:00,3,OK,40,28,3,3,0,0.05,0.0,34.88,-98.32,34.97,-98.3,6.0,100,1,1,1,15,0,0,0,1999-05-03 22:20:00,True,False,33,8.925461095776442e-06
40245,1145,1999,5,3,1999-05-03,16:46:00,3,OK,40,32,3,4,0,0.15,0.0,34.97,-98.12,35.07,-97.98,9.0,880,1,1,1,15,51,0,0,1999-05-03 22:46:00,True,False,59,1.157226021908949e-05
40249,1147,1999,5,3,1999-05-03,17:26:00,3,OK,40,36,5,583,36,1000.0,0.0,35.13,-97.85,35.45,-97.43,37.0,1430,1,1,1,51,87,27,109,1999-05-03 23:26:00,True,False,99,0.0001109059343667674
40268,884,1999,5,3,1999-05-03,19:13:00,3,KS,20,13,4,150,6,140.75,0.0,37.32,-97.4,37.7,-97.33,24.0,880,1,1,1,191,173,0,0,1999-05-04 01:13:00,True,False,35,7.60888456412635e-05
40276,1188,1999,5,3,1999-05-03,19:29:00,3,OK,40,58,3,4,0,0.32,0.0,35.65,-98.28,35.88,-98.05,21.0,0,1,1,1,17,11,73,73,1999-05-04 01:29:00,True,False,90,1.1973483797833574e-05
40286,1190,1999,5,3,1999-05-03,20:10:00,3,OK,40,67,4,11,1,2.5,0.0,35.93,-97.95,36.07,-97.78,15.0,880,1,1,1,73,0,0,0,1999-05-04 02:10:00,True,False,41,5.679587400002491e-06
40291,1172,1999,5,3,1999-05-03,20:25:00,3,OK,40,69,4,26,2,13.11,0.0,35.88,-97.68,36.32,-97.23,35.0,1760,1,1,1,83,119,103,0,1999-05-04 02:25:00,True,False,37,1.815085809582329e-05
40300,1175,1999,5,3,1999-05-03,21:03:00,3,OK,40,74,3,0,0,0.18,0.0,35.55,-97.97,35.77,-97.83,22.0,350,1,1,1,17,73,0,0,1999-05-04 03:03:00,True,False,75,1.884940535496683e-05
40301,1186,1999,5,3,1999-05-03,21:10:00,3,OK,40,75,3,13,0,60.0,0.0,35.65,-96.8,35.77,-96.58,16.0,450,1,1,1,81,37,0,0,1999-05-04 03:10:00,True,False,76,1.8292039620288706e-05
40306,1178,1999,5,3,1999-05-03,21:50:00,3,OK,40,80,3,13,0,10.0,0.0,35.92,-97.6,36.03,-97.45,13.0,880,1,1,1,83,0,0,0,1999-05-04 03:50:00,True,False,99,1.50587448300682e-05
40325,1095,1999,5,4,1999-05-04,11:54:00,3,OK,40,95,3,0,0,0.01,0.0,35.57,-94.55,35.72,-94.5,13.2,0,2,1,2,135,1,0,0,1999-05-04 17:54:00,True,False,33,1.6180856805605442e-05
40326,1095,1999,5,4,1999-05-04,12:16:00,3,AR,5,106,3,0,0,0.08,0.0,35.72,-94.48,36.0,-94.25,25.0,0,2,1,2,33,143,0,0,1999-05-04 18:16:00,True,False,17,3.9212850216064825e-05
40327,398,1999,5,4,1999-05-04,12:49:00,3,MO,29,22,3,1,0,0.05,0.0,37.98,-93.93,38.02,-93.93,3.0,200,1,1,1,185,0,0,0,1999-05-04 18:49:00,False,False,0,4.873655270295863e-06
40330,285,1999,5,4,1999-05-04,13:04:00,3,TX,48,31,3,22,1,125.34,0.0,33.18,-95.17,33.62,-94.48,48.3,0,2,1,2,159,449,387,37,1999-05-04 19:04:00,True,False,32,1.888997573198123e-05
40338,285,1999,5,4,1999-05-04,14:25:00,3,AR,5,65,3,0,0,0.0,0.0,33.6,-94.47,33.83,-94.18,23.2,50,2,1,2,81,133,0,0,1999-05-04 20:25:00,True,False,11,9.711842179991217e-06
40354,284,1999,5,4,1999-05-04,17:43:00,3,AR,5,64,3,0,0,0.6,0.0,33.25,-93.22,33.27,-93.07,9.0,100,1,1,1,27,0,0,0,1999-05-04 23:43:00,True,False,40,1.2948655561646775e-05
40369,1031,1999,5,5,1999-05-05,19:20:00,3,TN,47,18,4,0,3,0.29,0.0,35.57,-87.92,35.63,-87.83,6.0,580,1,1,1,135,0,0,0,1999-05-06 01:20:00,True,False,28,6.155573610208378e-06
40409,1075,1999,5,11,1999-05-11,17:05:00,3,TX,48,142,4,6,1,0.75,0.0,30.68,-99.1,30.65,-99.0,7.0,1400,1,1,1,319,0,0,0,1999-05-11 23:05:00,True,False,-3,1.4229363683553705e-06
40410,269,1999,5,11,1999-05-11,19:20:00,3,TX,48,30,3,0,0,1.0,0.0,30.3,-99.2,30.25,-99.18,3.5,200,1,1,1,171,0,0,0,1999-05-12 01:20:00,True,False,52,6.27708942036527e-06
40429,393,1999,5,16,1999-05-16,14:45:00,3,IA,19,22,3,0,0,0.1,0.0,41.63,-95.9,41.63,-95.8,6.2,200,1,1,1,85,0,0,0,1999-05-16 20:45:00,True,False,38,8.161443435213044e-06
40432,394,1999,5,16,1999-05-16,15:16:00,3,IA,19,25,3,16,2,1.9,0.0,41.6,-95.87,41.67,-95.75,7.5,440,1,1,1,85,0,0,0,1999-05-16 21:16:00,True,False,69,8.161443435213044e-06
40528,981,1999,5,31,1999-05-31,18:47:00,3,CO,8,29,3,0,0,4.0,0.0,39.35,-103.58,39.37,-103.4,7.0,200,1,1,1,73,0,0,0,1999-06-01 00:47:00,True,False,18,6.783980643398198e-07
40542,1100,1999,6,1,1999-06-01,16:35:00,3,OK,40,115,3,5,2,1.5,0.0,35.97,-95.25,35.9,-95.25,2.0,350,1,1,1,21,0,0,0,1999-06-01 22:35:00,True,False,23,1.7542380933518628e-05
40545,529,1999,6,1,1999-06-01,17:20:00,3,MO,29,28,3,0,0,3.5,0.0,38.0,-91.68,38.0,-91.57,7.0,300,1,1,1,161,0,0,0,1999-06-01 23:20:00,True,False,47,2.025849639085645e-05
40548,1103,1999,6,1,1999-06-01,17:50:00,3,OK,40,118,3,0,0,0.7,0.0,35.43,-95.52,35.38,-95.47,4.5,350,1,1,1,91,0,0,0,1999-06-01 23:50:00,True,False,26,1.0474459668780356e-05
40551,458,1999,6,1,1999-06-01,17:58:00,3,IL,17,19,3,4,1,0.0,0.0,39.32,-89.67,39.43,-89.53,10.0,200,1,1,1,135,0,0,0,1999-06-01 23:58:00,True,False,3,1.6859990321669822e-05
40582,430,1999,6,3,1999-06-03,18:00:00,3,KS,20,44,3,0,0,1.0,0.0,39.83,-99.8,39.97,-99.65,10.0,1320,1,1,1,137,0,0,0,1999-06-04 00:00:00,True,False,0,2.6148049365586107e-06
40587,447,1999,6,3,1999-06-03,22:20:00,3,NE,31,27,3,0,0,1.5,0.0,41.6,-99.17,41.7,-98.93,14.0,1000,1,1,1,175,0,0,0,1999-06-04 04:20:00,True,False,2,3.5133692560080497e-06
40680,1055,1999,6,6,1999-06-06,14:20:00,3,ND,38,47,4,0,0,1.0,0.0,48.6,-97.78,48.68,-97.85,8.0,500,1,1,1,67,0,0,0,1999-06-06 20:20:00,True,False,-1,3.1883711490965517e-06
40758,431,1999,6,22,1999-06-22,18:53:00,3,KS,20,49,3,0,0,0.25,0.0,38.37,-101.35,38.32,-101.43,4.0,880,1,1,1,203,0,0,0,1999-06-23 00:53:00,True,False,-1,1.4819335195639104e-06
41064,1109,1999,10,13,1999-10-13,15:00:00,3,OH,39,19,3,6,0,4.01,0.0,39.6,-82.98,39.28,-83.17,3.6,0,1,1,1,129,141,0,0,1999-10-13 21:00:00,True,False,15,3.81348251536396e-05
41100,680,1999,12,9,1999-12-09,18:36:00,3,MS,28,10,3,1,0,0.2,0.0,32.63,-90.35,32.7,-90.28,6.0,400,1,1,1,163,0,0,0,1999-12-10 00:36:00,True,False,8,1.0670086324052217e-05
41107,626,2000,1,3,2000-01-03,13:30:00,3,MS,28,2,3,0,0,0.45,0.0,34.17,-89.55,34.6,-89.08,43.2,500,1,1,1,161,71,145,0,2000-01-03 19:30:00,True,False,-9,1.967101970149414e-05
